SCHB,"Schwab U.S. Broad Market ETF",79.11,-0.41,-0.52%,3,0.0%,100.0%,0,09/29/20
EIDO,"Indonesia Ishares MSCI ETF",17.28,-0.09,-0.52%,3,66.7%,33.3%,2,09/29/20
VV,"Largecap ETF Vanguard",155.24,-0.69,-0.44%,3,66.7%,33.3%,2,09/29/20
IEO,"US Oil & Gas Explor & Prod Ishares ETF",26.64,-0.79,-2.88%,3,0.0%,100.0%,0,09/29/20
IAT,"US Regional Banks Ishares ETF",32.22,-0.41,-1.26%,3,100.0%,0.0%,0,09/29/20
PFM,"Dividend Achievers Invesco ETF",30.06,-0.12,-0.40%,3,100.0%,0.0%,0,09/29/20
RWR,"DJ REIT ETF SPDR",77.82,-0.9,-1.14%,3,66.7%,33.3%,2,09/29/20
ITM,"Interm Muni ETF Vaneck",51.44,0.05,+0.10%,2,0.0%,100.0%,0,09/29/20
UMDD,"Ultrapro Midcap 400 Proshares",53.57,-0.82,-1.50%,2,100.0%,0.0%,0,09/29/20
ACES,"Alps Clean Energy ETF",54.4,0.77,+1.44%,2,0.0%,100.0%,0,09/29/20
SCHH,"Schwab U.S. REIT ETF",35.28,-0.26,-0.73%,2,0.0%,100.0%,0,09/29/20
BIS,"Ultrashort Biotechnology Proshares",31.39,-0.08,-0.25%,2,0.0%,100.0%,0,09/29/20
SMOG,"Vaneck Vectors Low Carbon Energy ETF",108.45,2.15,+2.02%,2,0.0%,100.0%,0,09/29/20
IGM,"North American Tech Ishares ETF",307.68,-0.09,-0.03%,2,100.0%,0.0%,0,09/29/20
