CLX,Clorox Company,235.72,-1.44,-0.61%,8633,26.10%,73.90%,0.353771366,15:07 ET
BB,Blackberry Ltd,4.97,0.13,2.69%,8394,7.70%,92.30%,0.0835162,15:05 ET
STZ,Constellation Brands Inc,171.67,-1.76,-1.01%,8367,71.60%,28.40%,2.525916561,15:07 ET
CTVA,Corteva Inc,25.87,-2.68,-9.39%,8365,58.40%,41.60%,1.406501726,15:07 ET
WPM,Wheaton Precious Metals,55.27,-0.94,-1.67%,8364,38.60%,61.40%,0.629456458,15:07 ET
WBA,Walgreens Boots Alliance,40.74,-0.07,-0.17%,8291,41.00%,59.00%,0.695154365,15:06 ET
STNG,Scorpio Tankers Inc,13.03,-0.41,-3.05%,8289,12.50%,87.50%,0.142207524,15:07 ET
EOG,Eog Resources,50.79,0.04,0.08%,8288,83.00%,17.00%,4.886363636,15:07 ET
HAL,Halliburton Company,14.94,-0.38,-2.48%,8158,36.80%,63.20%,0.581927477,15:07 ET
SGMO,Sangamo Therapeutics,11.99,0.49,4.26%,8105,7.80%,92.20%,0.084280936,15:07 ET
DD,Du Pont De.Nemours Inc,54.86,0.13,0.24%,8082,28.60%,71.40%,0.4002079,15:07 ET
BKNG,Booking Holdings Inc,1744.68,19.91,1.15%,8078,47.80%,52.20%,0.914671723,15:07 ET
ABUS,Arbutus Biopharma Cp,4.28,0.1,2.39%,8060,8.70%,91.30%,0.095108696,15:05 ET
GNUS,Genius Brands International Inc,1.67,-0.01,-0.60%,8038,13.60%,86.40%,0.157712804,14:52 ET
AVGO,Broadcom Ltd,329.91,0.37,0.11%,8025,25.40%,74.60%,0.340628132,15:07 ET
TRVN,Trevena Inc,2.52,-0.11,-4.18%,7982,14.80%,85.20%,0.173133451,15:07 ET
MDT,Medtronic Inc,96.75,-0.27,-0.28%,7940,71.50%,28.50%,2.503971756,15:07 ET
YETI,Yeti Holdings Inc,50.99,-0.64,-1.24%,7917,28.10%,71.90%,0.390410959,15:07 ET
